Date,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,2013,2014,2015,Calamari,Fish,Shrimp,Chicken,Koefte,Lamb,Steak,Total Fish Production,Total Meat Production,Total,Wind,Cloudiness,Precipitation,Sun,Air Temperature,Is Holiday,Weekend,Is Weekday
2014-02-19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,8,18,24,14,23,18,79,97,1.8,7.916666667,0.2,1,8.191666667,0,0,1
2014-02-20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,10,31,22,23,19,15,95,110,3.233333333,1.333333333,0.0,427,10.24166667,0,0,1
2014-02-21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,8,25,26,32,29,17,112,129,3.758333333,5.333333333,0.6,15,6.825,0,0,1
2014-02-22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2,17,43,33,47,37,33,160,193,3.138461538,5.230769231,0.5,165,6.807692308,0,1,0
2014-02-23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,8,22,17,27,22,21,88,109,2.792857143,2.428571429,0.0,439,7.564285714,0,1,0
2014-02-24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,12,24,19,17,21,18,81,99,2.9,0.083333333,0.0,472,9.216666667,0,0,1
2014-02-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,12,38,23,31,19,22,111,133,3.2,6.5,0.0,299,11.4,0,0,1
2014-02-26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,7,22,25,25,17,18,89,107,3.933333333,6.5,1.9,146,8.241666667,0,0,1
2014-02-27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,10,40,23,28,26,17,117,134,3.441666667,7.166666667,0.0,0,7.3,0,0,1
2014-02-28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,11,12,31,20,36,34,27,121,148,3.116666667,6.5,0.0,205,8.766666667,0,0,1
2014-03-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,7,18,51,42,51,41,33,185,218,1.830769231,7.230769231,0.3,76,6.576923077,0,1,0
2014-03-02,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,9,19,19,26,15,16,79,95,2.1,5.571428571,0.0,122,5.742857143,0,1,0
2014-03-03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,31,18,12,12,13,73,86,2.633333333,7.583333333,0.0,11,7.65,0,0,1
2014-03-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,22,15,24,15,6,76,82,3.916666667,5.333333333,0.0,284,8.808333333,0,0,1
2014-03-05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,9,9,27,27,27,29,21,110,131,3.566666667,4.583333333,0.0,253,8.2,0,0,1
2014-03-06,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,3,14,28,30,35,26,24,119,143,2.425,2.416666667,0.0,268,7.991666667,0,0,1
2014-03-07,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,15,44,23,31,31,25,129,154,1.858333333,1.75,0.0,458,10.475,0,0,1
2014-03-08,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,8,12,34,33,40,30,29,137,166,2.707692308,0.0,0.0,473,11.76923077,0,1,0
2014-03-09,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,5,7,31,20,20,22,18,93,111,2.864285714,0.142857143,0.0,609,14.32857143,0,1,0
2014-03-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,11,18,16,12,16,16,62,78,2.816666667,0.333333333,0.0,483,12.94166667,0,0,1
2014-03-11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,5,24,14,23,18,11,79,90,2.683333333,0.333333333,0.0,467,12.35833333,0,0,1
2014-03-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,21,20,20,17,13,78,91,2.65,0.5,0.0,485,14.50833333,0,0,1
2014-03-13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,25,31,24,17,9,97,106,2.141666667,0.5,0.0,482,14.74166667,0,0,1
2014-03-14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,3,8,31,39,38,19,17,127,144,2.45,0.083333333,0.0,479,14.80833333,0,0,1
2014-03-15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,7,12,51,33,52,44,29,180,209,6.038461538,7.692307692,0.5,0,7.623076923,0,1,0
2014-03-16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,5,9,32,18,19,14,18,83,101,4.235714286,4.214285714,0.0,208,12.15,0,1,0
2014-03-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,4,18,20,23,12,10,73,83,4.1,0.25,0.0,505,14.98333333,0,0,1
2014-03-18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,3,6,29,19,26,23,15,97,112,4.4,5.333333333,0.0,276,14.59166667,0,0,1
2014-03-19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,25,23,30,19,11,97,108,4.458333333,3.583333333,0.0,230,12.26666667,0,0,1
2014-03-20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,3,15,36,22,25,20,26,103,129,3.833333333,0.833333333,0.0,515,18.96666667,0,0,1
2014-03-21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,9,7,31,25,38,30,23,124,147,5.583333333,5.833333333,0.0,256,17.08333333,0,0,1
2014-03-22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,7,12,39,26,38,45,23,148,171,3.753846154,6.846153846,1.0,0,9.746153846,0,1,0
2014-03-23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,6,22,13,26,17,14,78,92,3.414285714,6.785714286,0.4,9,6.4,0,1,0
2014-03-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,16,13,8,6,8,43,51,2.841666667,6.0,3.4,99,4.591666667,0,0,1
2014-03-25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,6,24,23,28,21,12,96,108,2.508333333,2.666666667,0.0,293,6.091666667,0,0,1
2014-03-26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,5,14,27,19,38,19,23,103,126,2.333333333,4.416666667,0.0,200,8.133333333,0,0,1
2014-03-27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,5,7,27,19,29,15,16,90,106,2.583333333,3.083333333,0.0,417,11.83333333,0,0,1
2014-03-28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,6,11,35,25,35,30,21,125,146,3.233333333,1.583333333,0.0,330,14.025,0,0,1
2014-03-29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,7,16,51,30,56,44,34,181,215,2.907692308,2.769230769,0.0,435,15.99230769,0,1,0
2014-03-30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,4,21,12,13,11,11,57,68,2.092857143,0.285714286,0.0,656,15.99285714,0,1,0
2014-03-31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,9,9,20,21,23,21,20,85,105,1.766666667,0.25,0.0,500,16.875,0,0,1
2014-04-01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,4,5,16,22,17,21,18,76,94,1.691666667,2.416666667,0.0,436,17.91666667,0,0,1
2014-04-02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,14,36,16,23,22,18,97,115,2.408333333,3.083333333,0.0,410,19.71666667,0,0,1
2014-04-03,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,6,16,36,21,25,17,32,99,131,2.916666667,5.083333333,0.0,242,19.85,0,0,1
2014-04-04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,5,13,20,19,34,18,23,91,114,2.141666667,2.25,0.0,378,18.74166667,0,0,1
2014-04-05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,13,27,56,49,63,60,53,228,281,4.092307692,7.692307692,3.4,0,12.91538462,0,1,0
2014-04-06,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,26,15,21,16,6,78,84,1.85,4.0,0.0,362,15.99285714,0,1,0
2014-04-07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,11,14,19,15,9,17,57,74,3.416666667,4.416666667,0.0,313,19.59166667,0,0,1
2014-04-08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,5,6,17,15,30,19,15,81,96,7.641666667,6.25,0.0,175,12.14166667,0,0,1
2014-04-09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,7,40,23,28,28,12,119,131,4.158333333,3.75,0.0,515,11.69166667,0,0,1
2014-04-10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,13,45,22,27,28,16,122,138,2.008333333,5.583333333,0.0,217,13.175,0,0,1
2014-04-11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,6,13,37,27,59,28,28,151,179,2.833333333,0.75,0.0,586,16.425,0,0,1
2014-04-12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,7,14,47,31,45,31,23,154,177,2.746153846,4.153846154,0.0,450,17.26153846,0,1,0
2014-04-13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,3,9,16,16,25,12,19,69,88,4.585714286,1.285714286,0.0,693,14.72142857,0,1,0
2014-04-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,8,10,17,23,19,18,21,77,98,7.266666667,7.083333333,0.2,147,11.11666667,0,0,1
2014-04-15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,4,25,18,28,14,11,85,96,4.208333333,7.916666667,0.0,18,6.65,0,0,1
2014-04-16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,7,12,39,22,33,27,29,121,150,2.958333333,3.083333333,0.0,341,9.858333333,0,0,1
2014-04-17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,7,18,24,21,21,18,30,84,114,3.375,1.333333333,0.0,596,13.3,0,0,1
2014-04-18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,11,13,9,14,12,15,48,63,3.291666667,6.166666667,0.8,56,6.325,1,0,0
2014-04-19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4,11,41,21,44,26,20,132,152,3.238461538,7.076923077,0.0,80,12.16153846,0,1,0
2014-04-20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,5,17,7,14,11,9,49,58,4.764285714,4.357142857,0.0,328,15.55714286,0,1,0
2014-04-21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,6,6,12,11,17,9,14,49,63,1.691666667,5.333333333,3.1,175,13.56666667,1,0,0
2014-04-22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,7,5,23,16,22,25,17,86,103,2.283333333,3.916666667,0.1,325,15.9,0,0,1
2014-04-23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,3,10,26,19,15,18,20,78,98,2.4,2.583333333,0.0,386,18.75833333,0,0,1
2014-04-24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,11,19,17,24,16,17,76,93,3.008333333,1.833333333,0.1,515,20.08333333,0,0,1
2014-04-25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,6,18,36,18,16,39,27,109,136,2.85,4.5,0.0,372,20.4,0,0,1
2014-04-26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,23,39,31,43,27,31,140,171,2.692307692,5.384615385,1.0,242,16.84615385,0,1,0
2014-04-27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,4,4,19,10,13,16,16,58,74,2.842857143,7.428571429,1.1,69,11.91428571,0,1,0
2014-04-28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,11,18,18,19,12,18,67,85,3.566666667,7.583333333,0.0,0,12.29166667,0,0,1
2014-04-29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,10,27,24,22,13,18,86,104,2.583333333,6.833333333,0.0,90,14.46666667,0,0,1
2014-04-30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,5,12,26,24,41,22,22,113,135,2.425,7.333333333,1.2,46,13.96666667,0,0,1
2014-05-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,6,11,26,27,34,27,25,114,139,2.266666667,5.833333333,16.2,4,12.06666667,1,0,0
2014-05-02,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,7,17,37,48,45,49,32,179,211,3.375,7.25,5.5,89,12.775,0,0,1
2014-05-03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,7,15,50,29,55,40,30,174,204,3.007692308,8.0,0.0,0,7.761538462,0,1,0
2014-05-04,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,3,6,17,25,24,15,14,81,95,2.092857143,1.428571429,0.0,690,12.00714286,0,1,0
2014-05-05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,3,19,10,24,11,10,64,74,2.308333333,2.25,0.0,607,16.84166667,0,0,1
2014-05-06,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,9,21,15,27,19,16,82,98,3.35,6.166666667,0.0,217,20.25833333,0,0,1
2014-05-07,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,5,6,29,18,33,29,17,109,126,5.691666667,4.833333333,0.0,332,15.1,0,0,1
2014-05-08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,13,17,22,29,8,19,76,95,4.083333333,6.75,0.0,212,16.85833333,0,0,1
2014-05-09,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,9,19,30,34,24,15,107,122,6.016666667,5.583333333,0.1,378,18.03333333,0,0,1
2014-05-10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,5,16,38,43,43,22,29,146,175,3.015384615,7.307692308,1.4,110,15.86153846,0,1,0
2014-05-11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,3,9,8,18,14,9,49,58,5.3,4.785714286,1.1,322,11.57142857,0,1,0
2014-05-12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,11,17,28,14,19,15,78,93,5.3,6.916666667,2.7,131,10.05,0,0,1
2014-05-13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,6,9,32,23,29,28,20,112,132,5.225,6.0,2.7,284,11.44166667,0,0,1
2014-05-14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,7,23,30,28,21,9,102,111,4.666666667,3.25,0.0,509,12.925,0,0,1
2014-05-15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6,15,40,28,36,21,22,125,147,3.941666667,6.333333333,0.0,227,11.14166667,0,0,1
2014-05-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,9,14,27,28,43,21,35,119,154,3.675,2.833333333,0.0,467,14.89166667,0,0,1
2014-05-17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,8,20,36,35,39,32,33,142,175,2.392307692,5.461538462,0.0,385,16.21538462,0,1,0
2014-05-18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,4,8,7,11,18,9,44,53,2.164285714,3.428571429,0.0,574,17.69285714,0,1,0
2014-05-19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,7,23,14,17,20,13,74,87,2.35,6.833333333,0.0,281,20.69166667,0,0,1
2014-05-20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,10,29,23,26,19,16,97,113,2.875,2.5,0.0,486,24.40833333,0,0,1
2014-05-21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,6,13,32,19,27,23,24,101,125,4.475,1.833333333,0.0,476,25.95,0,0,1
2014-05-22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,15,26,23,30,21,23,100,123,3.825,4.083333333,0.0,374,22.25833333,0,0,1
2014-05-23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,9,10,25,28,28,16,26,97,123,2.333333333,4.166666667,0.5,434,18.4,0,0,1
2014-05-24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,11,42,26,37,28,18,133,151,2.530769231,3.0,5.0,367,15.78461538,0,1,0
2014-05-25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,2,12,9,15,14,8,50,58,3.107142857,4.5,0.0,569,19.59285714,0,1,0
2014-05-26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,4,11,15,28,24,16,20,83,103,2.191666667,7.083333333,0.7,36,15.89166667,0,0,1
2014-05-27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,6,30,24,29,24,12,107,119,5.575,7.666666667,0.0,94,15.825,0,0,1
2014-05-28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,6,9,29,14,30,23,18,96,114,3.591666667,6.416666667,0.0,96,16.29166667,0,0,1
2014-05-29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,4,16,31,19,45,22,26,117,143,3.775,6.833333333,0.1,222,17.2,1,0,0
2014-05-30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,7,7,55,44,48,33,19,180,199,2.9,6.666666667,0.0,50,12.55,0,0,1
2014-05-31,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,6,16,38,30,39,27,27,134,161,2.515384615,3.0,0.0,493,17.6,0,1,0
2014-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,11,21,9,22,17,15,69,84,2.221428571,7.142857143,0.0,178,17.67857143,0,1,0
2014-06-02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,10,18,17,16,16,20,67,87,2.158333333,6.833333333,0.0,211,18.04166667,0,0,1
2014-06-03,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,8,23,25,33,26,15,107,122,2.441666667,6.666666667,0.0,234,17.925,0,0,1
2014-06-04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,9,5,25,21,17,21,21,84,105,2.958333333,5.833333333,3.8,205,17.56666667,0,0,1
2014-06-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,4,3,18,25,21,18,10,82,92,2.791666667,3.5,0.0,517,17.88333333,0,0,1
2014-06-06,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,10,32,27,32,16,19,107,126,2.275,1.916666667,0.0,669,24.51666667,0,0,1
2014-06-07,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,5,8,25,20,33,17,19,95,114,1.969230769,1.846153846,0.0,463,28.2,0,1,0
2014-06-08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,5,8,7,11,17,6,17,41,58,2.792857143,0.857142857,0.0,763,30.52142857,0,1,0
2014-06-09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,5,8,9,11,9,8,37,45,3.141666667,0.416666667,0.0,620,32.91666667,1,0,0
2014-06-10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,8,19,13,15,15,12,62,74,3.175,4.25,1.1,417,29.10833333,0,0,1
2014-06-11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,9,26,8,27,23,15,84,99,3.166666667,4.666666667,0.0,305,25.56666667,0,0,1
2014-06-12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,8,24,23,23,11,13,81,94,3.05,2.833333333,0.0,538,25.45833333,0,0,1
2014-06-13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,4,15,31,17,32,22,24,102,126,3.875,1.833333333,0.0,620,23.275,0,0,1
2014-06-14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,4,12,37,22,22,27,25,108,133,3.946153846,4.923076923,0.0,215,17.71538462,0,1,0
2014-06-15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,9,10,10,11,6,40,46,3.971428571,4.142857143,0.0,578,19.49285714,0,1,0
2014-06-16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,4,26,19,20,21,12,86,98,3.558333333,3.083333333,0.0,456,20.74166667,0,0,1
2014-06-17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,8,27,22,17,22,14,88,102,3.166666667,6.166666667,1.3,266,17.30833333,0,0,1
2014-06-18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,11,27,24,24,24,21,99,120,3.15,3.416666667,0.0,458,22.0,0,0,1
2014-06-19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,8,1,29,16,17,16,14,78,92,4.666666667,2.333333333,0.0,574,21.03333333,1,0,0
2014-06-20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,10,29,33,34,22,16,118,134,4.175,5.833333333,0.0,212,16.6,0,0,1
2014-06-21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,5,14,48,25,25,27,25,125,150,2.607692308,1.846153846,0.0,597,19.33846154,0,1,0
2014-06-22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,5,11,8,21,16,10,56,66,3.05,1.071428571,0.0,782,21.64285714,0,1,0
2014-06-23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,7,25,15,23,19,13,82,95,2.7,3.75,0.0,409,22.56666667,0,0,1
2014-06-24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,7,18,26,19,20,12,83,95,2.516666667,1.416666667,0.0,635,22.325,0,0,1
2014-06-25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,11,11,24,18,24,22,33,88,121,4.666666667,4.916666667,0.0,372,17.98333333,0,0,1
2014-06-26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,6,17,46,41,30,28,29,145,174,2.541666667,2.916666667,0.0,658,20.84166667,0,0,1
2014-06-27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,6,10,33,27,34,21,23,115,138,2.566666667,5.0,0.0,325,24.15,0,0,1
2014-06-28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,4,21,41,25,32,44,34,142,176,2.723076923,6.846153846,2.6,83,19.31538462,0,1,0
2014-06-29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,7,25,18,23,24,11,90,101,5.064285714,6.428571429,5.9,113,17.31428571,0,1,0
2014-06-30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,9,25,18,19,26,15,88,103,4.558333333,6.333333333,0.1,243,16.53333333,0,0,1
2014-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,15,17,13,39,17,21,86,107,2.158333333,4.416666667,0.0,387,20.725,0,0,1
2014-07-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,6,22,17,21,20,11,80,91,3.141666667,3.0,0.0,474,20.79166667,0,0,1
2014-07-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,7,23,17,20,11,12,71,83,3.466666667,0.916666667,0.0,672,25.95,0,0,1
2014-07-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,6,11,57,17,30,24,25,128,153,3.375,4.083333333,0.0,349,28.08333333,0,0,1
2014-07-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,3,15,51,37,20,27,32,135,167,3.4,7.307692308,0.2,59,21.25384615,0,1,0
2014-07-06,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,11,15,13,20,3,59,62,3.114285714,3.642857143,0.0,633,28.00714286,0,1,0
2014-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,7,14,30,17,22,17,24,86,110,2.983333333,6.166666667,0.0,191,21.53333333,0,0,1
